Banco;ID;Emp;Tipo;Regra;Descricao;Debito;D-Terc;D-C/C;Credito;C-Terc;C-C/C;Historico
237;4274;9999;D;COM;TARIFA REGISTRO COBRANCA;5713003;;;#BCO;;;TARIFA REGISTRO COBRANCA
237;21;9999;D;COM;TAXA DEVOLUCAO DE CHEQUE;5713003;;;#BCO;;;TAXA DEVOLUCAO DE CHEQUE
237;1307;9999;D;COM;TED D CC HBANK* DEST.;1191301;;;#BCO;;;TED D CC HBANK* DEST.
237;3931;9999;D;COM;TED D CC HBANK* DEST. 3A CALCADOS E CONFEC;1191301;;;#BCO;;;TED D CC HBANK* DEST. 3A CALCADOS E CONFEC
237;1357;9999;D;COM;TED D CC HBANK* DEST. AGUIA SHOES CALCADOS;1191301;;;#BCO;;;TED D CC HBANK* DEST. AGUIA SHOES CALCADOS
237;4648;9999;D;COM;TED D CC HBANK* DEST. ANTONIO C. NASCIMENT;1191301;;;#BCO;;;TED D CC HBANK* DEST. ANTONIO C. NASCIMENT
237;3806;9999;D;COM;TED D CC HBANK* DEST. BERSHA CALCADOS E CO;1191301;;;#BCO;;;TED D CC HBANK* DEST. BERSHA CALCADOS E CO
237;4688;9999;D;COM;TED D CC HBANK* DEST. CRISTIANA O. MOURA P;1191301;;;#BCO;;;TED D CC HBANK* DEST. CRISTIANA O. MOURA P
237;4161;9999;D;COM;TED D CC HBANK* DEST. DORES CALCADOS E CON;1191301;;;#BCO;;;TED D CC HBANK* DEST. DORES CALCADOS E CON
237;12640;9999;D;COM;TED D CC HBANK* DEST. EMPOLI ATIVIDADES C.;1191301;;;#BCO;;;TED D CC HBANK* DEST. EMPOLI ATIVIDADES C.
237;10918;9999;D;COM;TED D CC HBANK* DEST. FLAVIANA CALCADOS E;1191301;;;#BCO;;;TED D CC HBANK* DEST. FLAVIANA CALCADOS E
237;4608;9999;D;COM;TED D CC HBANK* DEST. H.P. CALCADOS E CONF;1191301;;;#BCO;;;TED D CC HBANK* DEST. H.P. CALCADOS E CONF
237;10225;9999;D;COM;TED D CC HBANK* DEST. MARILUCIA CALCADOS E;1191301;;;#BCO;;;TED D CC HBANK* DEST. MARILUCIA CALCADOS E
237;3816;9999;D;COM;TED D CC HBANK* DEST. MONIQUE CALCADOS E C;1191301;;;#BCO;;;TED D CC HBANK* DEST. MONIQUE CALCADOS E C
237;10665;9999;D;COM;TED D CC HBANK* DEST. NIC CALCADOS E CONFE;1191301;;;#BCO;;;TED D CC HBANK* DEST. NIC CALCADOS E CONFE
237;1498;9999;D;COM;TED D CC HBANK* DEST. OLIBRAS TELECOMUNICA;1191301;;;#BCO;;;TED D CC HBANK* DEST. OLIBRAS TELECOMUNICA
237;4738;9999;D;COM;TED D CC HBANK* DEST. RAFAEL CALCADOS E CO;1191301;;;#BCO;;;TED D CC HBANK* DEST. RAFAEL CALCADOS E CO
237;1232;9999;D;COM;TED D CC HBANK* DEST. RODANDO LEGAL - SERV;1191301;;;#BCO;;;TED D CC HBANK* DEST. RODANDO LEGAL - SERV
237;12508;9999;D;COM;TED D CC HBANK* DEST. SHOCK METAIS NAO FER;1191301;;;#BCO;;;TED D CC HBANK* DEST. SHOCK METAIS NAO FER
237;1298;9999;D;COM;TED D CC HBANK* DEST. WOLLAUTO ADM E LOCAC;1191301;;;#BCO;;;TED D CC HBANK* DEST. WOLLAUTO ADM E LOCAC
237;12802;9999;C;COM;TED D RECEBIDA;#BCO;;;1191101;;;TED D RECEBIDA
237;4170;9999;C;COM;TED DEVOLVIDA*;#BCO;;;1191101;;;TED DEVOLVIDA*
237;1306;9999;D;COM;TED DIF.TITUL.CC H.BANK DEST.;1191201;;;#BCO;;;TED DIF.TITUL.CC H.BANK DEST.
237;787;9999;D;COM;TED TRANS ELET DISP*DEST.3A CALCADOS E CONFECCOES LTDA;1191301;;;#BCO;;;TED TRANS ELET DISP*DEST.3A CALCADOS E CONFECCOES LTDA
237;1328;9999;D;COM;TED TRANSF ELET DISP;1191201;;;#BCO;;;TED TRANSF ELET DISP
237;951;9999;D;COM;TED TRANSF ELET DISP * DEST;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST
237;615;9999;D;COM;TED TRANSF ELET DISP * DEST.3A CALCADOS E CONFECCOES LT;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.3A CALCADOS E CONFECCOES LT
237;717;9999;D;COM;TED TRANSF ELET DISP * DEST.AGUIA SHOES CALCADOS E CONF;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.AGUIA SHOES CALCADOS E CONF
237;739;9999;D;COM;TED TRANSF ELET DISP * DEST.BERSHA CALCADOS E CONFECCOE;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.BERSHA CALCADOS E CONFECCOE
237;39;9999;D;COM;TED TRANSF ELET DISP * DEST.DSCON;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.DSCON
237;144;9999;D;COM;TED TRANSF ELET DISP * DEST.FLDA COMERCIO E CONFECCAO A;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.FLDA COMERCIO E CONFECCAO A
237;125;9999;D;COM;TED TRANSF ELET DISP * DEST.FLDA COMERCIO E CONFECCAO D;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.FLDA COMERCIO E CONFECCAO D
237;101;9999;D;COM;TED TRANSF ELET DISP * DEST.MONIQUE CALCADOS E CONFECCO;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.MONIQUE CALCADOS E CONFECCO
237;67;9999;D;COM;TED TRANSF ELET DISP * DEST.NOBELPACK;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.NOBELPACK
237;69;9999;D;COM;TED TRANSF ELET DISP * DEST.NOBELPLAST EMBALAGENS LTDA;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.NOBELPLAST EMBALAGENS LTDA
237;519;9999;D;COM;TED TRANSF ELET DISP * DEST.RODANDO LEGAL - SERVICOS E;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.RODANDO LEGAL - SERVICOS E
237;1086;9999;D;COM;TED TRANSF ELET DISP * DEST.SCREENS DO BRASIL FILTRAGEM;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.SCREENS DO BRASIL FILTRAGEM
237;1200;9999;D;COM;TED TRANSF ELET DISP * DEST.WOLLAUTO ADM E LOCACAO LTDA;1191301;;;#BCO;;;TED TRANSF ELET DISP * DEST.WOLLAUTO ADM E LOCACAO LTDA
237;3465;9999;D;COM;TED-TRANSF ELET DISPON;1191301;;;#BCO;;;TED-TRANSF ELET DISPON
237;676;9999;D;COM;TED-TRANSF ELET DISPON DEST;1191301;;;#BCO;;;TED-TRANSF ELET DISPON DEST
237;6275;9999;D;COM;TED-TRANSF ELET DISPON DEST. ENG REDE T L EPP;1191201;;;#BCO;;;TED-TRANSF ELET DISPON DEST. ENG REDE T L EPP
237;6273;9999;D;COM;TED-TRANSF ELET DISPON DEST. PETROBRAS DISTRIBUID;1191201;;;#BCO;;;TED-TRANSF ELET DISPON DEST. PETROBRAS DISTRIBUID
237;1242;9999;D;COM;TED-TRANSF ELET DISPON DEST.Femac Adm e Empreendimentos;1191301;;;#BCO;;;TED-TRANSF ELET DISPON DEST.Femac Adm e Empreendimentos
237;675;9999;D;COM;TED-TRANSF ELET DISPON DEST.FLDA COMERCIO E CONFECCAO D;1191301;;;#BCO;;;TED-TRANSF ELET DISPON DEST.FLDA COMERCIO E CONFECCAO D
237;53;9999;D;COM;TED-TRANSF ELET DISPON DEST.JOSE MARIA M DUQUE;1191201;;;#BCO;;;TED-TRANSF ELET DISPON DEST.JOSE MARIA M DUQUE
237;1259;9999;D;COM;TED-TRANSF ELET DISPON DEST.Lucilia Garcia Quelhas;1191301;;;#BCO;;;TED-TRANSF ELET DISPON DEST.Lucilia Garcia Quelhas
237;1241;9999;D;COM;TED-TRANSF ELET DISPON DEST.Peter Gottschalk;1191301;;;#BCO;;;TED-TRANSF ELET DISPON DEST.Peter Gottschalk
237;595;9999;C;COM;TED-TRANSF ELET DISPON DEST.ROSELI B SENA CALCADOS E CO;#BCO;;;1191301;;;TED-TRANSF ELET DISPON DEST.ROSELI B SENA CALCADOS E CO
237;4246;9999;C;COM;TED-TRANSF ELET DISPON OFICIO ;#BCO;;;12112;;;TED-TRANSF ELET DISPON OFICIO 
237;166;9999;C;COM;TED-TRANSF ELET DISPON REMET.;#BCO;;;1191101;;;TED-TRANSF ELET DISPON REMET.
237;3859;9999;C;COM;TED-TRANSF ELET DISPON REMET.AGUIA SHOES CALC CON;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.AGUIA SHOES CALC CON
237;4652;9999;C;COM;TED-TRANSF ELET DISPON REMET.ANTONIO C NASC S CAL;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.ANTONIO C NASC S CAL
237;10224;9999;C;COM;TED-TRANSF ELET DISPON REMET.BANCO SANTANDER - CE;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.BANCO SANTANDER - CE
237;4016;9999;C;COM;TED-TRANSF ELET DISPON REMET.BANCO SANTANDER S.A.;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.BANCO SANTANDER S.A.
237;4074;9999;C;COM;TED-TRANSF ELET DISPON REMET.CRISTIANA O M CALC C;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.CRISTIANA O M CALC C
237;11025;9999;C;COM;TED-TRANSF ELET DISPON REMET.DAMIAO L O CALC CONF;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.DAMIAO L O CALC CONF
237;12638;9999;C;COM;TED-TRANSF ELET DISPON REMET.EMPOLI A C G F LTDA.;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.EMPOLI A C G F LTDA.
237;12325;9999;D;COM;TED-TRANSF ELET DISPON REMET.EUROLUCE COMERCIO IM;#BCO;;;1191101;;;TED-TRANSF ELET DISPON REMET.EUROLUCE COMERCIO IM
237;154;9999;C;COM;TED-TRANSF ELET DISPON REMET.FLDA COM C A V D. LTD;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.FLDA COM C A V D. LTD
237;153;9999;C;COM;TED-TRANSF ELET DISPON REMET.FLDA COMERCIO C. ART;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.FLDA COMERCIO C. ART
237;4169;9999;C;COM;TED-TRANSF ELET DISPON REMET.H.P. CALCADOS E CONF;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.H.P. CALCADOS E CONF
237;4624;9999;C;COM;TED-TRANSF ELET DISPON REMET.H.P.CALC CONFEC LTDA;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.H.P.CALC CONFEC LTDA
237;10776;9999;C;COM;TED-TRANSF ELET DISPON REMET.HM CALCADOS E CONFEC;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.HM CALCADOS E CONFEC
237;5799;9999;C;COM;TED-TRANSF ELET DISPON REMET.LUCICLEIDE CALC E CO;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.LUCICLEIDE CALC E CO
237;10358;9999;C;COM;TED-TRANSF ELET DISPON REMET.LUCICLEIDE CALCADOS;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.LUCICLEIDE CALCADOS
237;10769;9999;C;COM;TED-TRANSF ELET DISPON REMET.MONIQUE CALCADOS E C;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.MONIQUE CALCADOS E C
237;10663;9999;C;COM;TED-TRANSF ELET DISPON REMET.NIC CALCADOS CONFECC;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.NIC CALCADOS CONFECC
237;374;9999;C;COM;TED-TRANSF ELET DISPON REMET.NOBELPLAST EMBALAGENS LTDA;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.NOBELPLAST EMBALAGENS LTDA
237;6101;9999;C;COM;TED-TRANSF ELET DISPON REMET.REINALDO FRANCO;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.REINALDO FRANCO
237;3175;9999;C;COM;TED-TRANSF ELET DISPON REMET.RODANDO LEGAL S T R;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.RODANDO LEGAL S T R
237;1126;9999;C;COM;TED-TRANSF ELET DISPON REMET.RODANDO LEGAL S T R LTDA;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.RODANDO LEGAL S T R LTDA
237;1125;9999;C;COM;TED-TRANSF ELET DISPON REMET.RODANDO LEGAL S T R. L;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.RODANDO LEGAL S T R. L
237;4705;9999;C;COM;TED-TRANSF ELET DISPON REMET.ROSELI B SENA CALC E;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.ROSELI B SENA CALC E
237;165;9999;C;COM;TED-TRANSF ELET DISPON REMET.SA BRASILEIRA R. MA;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.SA BRASILEIRA R. MA
237;6149;9999;C;COM;TED-TRANSF ELET DISPON REMET.SAINT CARLO C A LTDA;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.SAINT CARLO C A LTDA
237;11588;9999;C;COM;TED-TRANSF ELET DISPON REMET.SANTANDER CAPITALIZA;#BCO;;;1191101;;;TED-TRANSF ELET DISPON REMET.SANTANDER CAPITALIZA
237;10367;9999;C;COM;TED-TRANSF ELET DISPON REMET.SERENA KAY CALCADOS;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.SERENA KAY CALCADOS
237;6250;9999;C;COM;TED-TRANSF ELET DISPON REMET.SKULL SPINE AND BONE;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.SKULL SPINE AND BONE
237;4267;9999;D;COM;TED-TRANSF ELET DISPON REMET.SSG SUPORTE G E S LT;1191201;;;#BCO;;;TED-TRANSF ELET DISPON REMET.SSG SUPORTE G E S LT
237;3675;9999;C;COM;TED-TRANSF ELET DISPON REMET.WOLLAUTO ADM E LOCAC;#BCO;;;1191301;;;TED-TRANSF ELET DISPON REMET.WOLLAUTO ADM E LOCAC
237;743;9999;D;COM;TITULO DE CAPITALIZACAO;1191201;;;#BCO;;;TITULO DE CAPITALIZACAO
237;134;9999;D;COM;TITULO RECEBIDO MENOR;5713003;;;#BCO;;;TITULO RECEBIDO MENOR
237;28;9999;C;COM;TRANSF AUTORIZ ENTRE AGS;#BCO;;;1191101;;;TRANSF AUTORIZ ENTRE AGS
237;2087;9999;C;COM;TRANSF C/CORR ;#BCO;;;1191101;;;TRANSF C/CORR 
237;11591;9999;C;COM;TRANSF C/CORR PARA C.COR;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR
237;6196;9999;D;COM;TRANSF C/CORR PARA C.COR BRUNO RODRIGUES DE BRITO;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR BRUNO RODRIGUES DE BRITO
237;3013;9999;C;COM;TRANSF C/CORR PARA C.COR DIEGO SIMAO DA SILVA;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR DIEGO SIMAO DA SILVA
237;1735;9999;C;COM;TRANSF C/CORR PARA C.COR FLAVIO FELIX DOS SANTOS;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR FLAVIO FELIX DOS SANTOS
237;949;9999;C;COM;TRANSF C/CORR PARA C.COR FLDA COMERCIO E CONFECCAO A. V.;#BCO;;;1191301;;;TRANSF C/CORR PARA C.COR FLDA COMERCIO E CONFECCAO A. V.
237;1594;9999;C;COM;TRANSF C/CORR PARA C.COR J&J COMERCIO VAREJISTA DE CHOCOL;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR J&J COMERCIO VAREJISTA DE CHOCOL
237;3031;9999;C;COM;TRANSF C/CORR PARA C.COR JOSE ANTONIO DE JESUS RODRIGUES;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR JOSE ANTONIO DE JESUS RODRIGUES
237;1593;9999;C;COM;TRANSF C/CORR PARA C.COR JOSELHA JOAQUIM DO NASCIMENTO;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR JOSELHA JOAQUIM DO NASCIMENTO
237;1686;9999;C;COM;TRANSF C/CORR PARA C.COR JOSIVALDO HORACIO GOMES;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR JOSIVALDO HORACIO GOMES
237;3019;9999;C;COM;TRANSF C/CORR PARA C.COR JOSUE SANTOS DE SOUZA;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR JOSUE SANTOS DE SOUZA
237;1845;9999;C;COM;TRANSF C/CORR PARA C.COR LUCIANA DA SILVA MUNIZ;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR LUCIANA DA SILVA MUNIZ
237;1685;9999;C;COM;TRANSF C/CORR PARA C.COR LUIZ GONCALVES NETO;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR LUIZ GONCALVES NETO
237;3014;9999;C;COM;TRANSF C/CORR PARA C.COR LUIZ MARINHO DE LIMA;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR LUIZ MARINHO DE LIMA
237;159;9999;C;COM;TRANSF C/CORR PARA C.COR NOBELPACK EMBALAGENS E LOGISTICA;#BCO;;;1191301;;;TRANSF C/CORR PARA C.COR NOBELPACK EMBALAGENS E LOGISTICA
237;1330;9999;C;COM;TRANSF C/CORR PARA C.COR OLIBRAS TELECOMUNICACOES LTDA;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR OLIBRAS TELECOMUNICACOES LTDA
237;1687;9999;C;COM;TRANSF C/CORR PARA C.COR REGINA CELIA DOS REIS ALMEIDA;#BCO;;;1191101;;;TRANSF C/CORR PARA C.COR REGINA CELIA DOS REIS ALMEIDA
237;3010;9999;C;COM;TRANSF CC AUTOAT Charles Santos de Oliveira;#BCO;;;1191301;;;TRANSF CC AUTOAT Charles Santos de Oliveira
237;3171;9999;C;COM;TRANSF CC PARA CC ;#BCO;;;1191101;;;TRANSF CC PARA CC 
237;43;9999;D;COM;TRANSF CC PARA CC;1191301;;;#BCO;;;TRANSF CC PARA CC
237;12452;9999;C;COM;TRANSF CC PARA CC PJ;#BCO;;;1191101;;;TRANSF CC PARA CC PJ
237;12654;9999;D;COM;TRANSF CC PARA CC PJ COPPERAF MATERIA PRIMA LTD;1191301;;;#BCO;;;TRANSF CC PARA CC PJ COPPERAF MATERIA PRIMA LTD
237;12653;9999;C;COM;TRANSF CC PARA CC PJ COPPERAF MATERIA PRIMA LTDA;#BCO;;;1191301;;;TRANSF CC PARA CC PJ COPPERAF MATERIA PRIMA LTDA
237;44;9999;D;COM;TRANSF CC PARA CC PJ DS CONSULTORIA;1191301;;;#BCO;;;TRANSF CC PARA CC PJ DS CONSULTORIA
237;52;9999;C;COM;TRANSF CC PARA CC PJ DSCON SOLUCOES TECNOLOGICAS LTDA;#BCO;;;1191301;;;TRANSF CC PARA CC PJ DSCON SOLUCOES TECNOLOGICAS LTDA
237;11630;9999;D;COM;TRANSF CC PARA CC PJ ELSON LUIZ POSSI;1191301;;;#BCO;;;TRANSF CC PARA CC PJ ELSON LUIZ POSSI
237;152;9999;C;COM;TRANSF CC PARA CC PJ FLDA COMERCIO E CONFECCAO;#BCO;;;1191301;;;TRANSF CC PARA CC PJ FLDA COMERCIO E CONFECCAO
237;4184;9999;D;COM;TRANSF CC PARA CC PJ H.P. CALCADOS E CONFECCOES;1191301;;;#BCO;;;TRANSF CC PARA CC PJ H.P. CALCADOS E CONFECCOES
237;373;9999;C;COM;TRANSF CC PARA CC PJ NOBELPLAST EMBALAGENS LTDA;#BCO;;;1191301;;;TRANSF CC PARA CC PJ NOBELPLAST EMBALAGENS LTDA
237;3592;9999;D;COM;TRANSF CC PARA CC PJ OLIBRAS TELECOMUNICACOES L;1191301;;;#BCO;;;TRANSF CC PARA CC PJ OLIBRAS TELECOMUNICACOES L
237;3591;9999;C;COM;TRANSF CC PARA CC PJ OLIBRAS TELECOMUNICACOES LTDA;#BCO;;;1191301;;;TRANSF CC PARA CC PJ OLIBRAS TELECOMUNICACOES LTDA
237;164;9999;D;COM;TRANSF CC PARA CC PJ S.A. BRASILEIRA DE ROLAMEN;1191301;;;#BCO;;;TRANSF CC PARA CC PJ S.A. BRASILEIRA DE ROLAMEN
237;6068;9999;D;COM;TRANSF CC PARA CC PJ SAINT CARLO COMERCIO DE AL;1191301;;;#BCO;;;TRANSF CC PARA CC PJ SAINT CARLO COMERCIO DE AL
237;6070;9999;C;COM;TRANSF CC PARA CC PJ SAINT CARLO COMERCIO DE ALIMEN;#BCO;;;1191301;;;TRANSF CC PARA CC PJ SAINT CARLO COMERCIO DE ALIMEN
237;6142;9999;D;COM;TRANSF CC PARA CC PJ SAINT CARLO FESTAS E EVENT;1191301;;;#BCO;;;TRANSF CC PARA CC PJ SAINT CARLO FESTAS E EVENT
237;6151;9999;C;COM;TRANSF CC PARA CC PJ SAINT CARLO FESTAS E EVENTOS L;#BCO;;;1191301;;;TRANSF CC PARA CC PJ SAINT CARLO FESTAS E EVENTOS L
237;12461;9999;C;COM;TRANSF CC PARA CC PJ SHOCK METAIS NAO FERROSOS;#BCO;;;1191301;;;TRANSF CC PARA CC PJ SHOCK METAIS NAO FERROSOS
237;640;9999;D;COM;TRANSF CC PARA CC PJ THAIS GALVAO SOARES;1191301;;;#BCO;;;TRANSF CC PARA CC PJ THAIS GALVAO SOARES
237;11586;9999;D;COM;TRANSF CC PARA CP PJ;1191201;;;#BCO;;;TRANSF CC PARA CP PJ
237;6162;9999;D;COM;TRANSF CC PARA CP PJ CHRISTIANE GASPAR COSTA;1191301;;;#BCO;;;TRANSF CC PARA CP PJ CHRISTIANE GASPAR COSTA
237;10366;9999;D;COM;TRANSF CC PARA CP PJ DANIELA SANTOS MARTINS PEREIRA;1191301;;;#BCO;;;TRANSF CC PARA CP PJ DANIELA SANTOS MARTINS PEREIRA
237;6067;9999;D;COM;TRANSF CC PARA CP PJ HECTOR MENDIZABAL COELHO;1191301;;;#BCO;;;TRANSF CC PARA CP PJ HECTOR MENDIZABAL COELHO
237;6103;9999;D;COM;TRANSF CC PARA CP PJ JAKSON DE SOUSA CAMELO;1191301;;;#BCO;;;TRANSF CC PARA CP PJ JAKSON DE SOUSA CAMELO
237;10360;9999;D;COM;TRANSF CC PARA CP PJ WWILSON NECIVAL DOS SANTOS JUN;1191301;;;#BCO;;;TRANSF CC PARA CP PJ WWILSON NECIVAL DOS SANTOS JUN
237;161;9999;C;COM;TRANSF CP AUTOAT;#BCO;;;1191101;;;TRANSF CP AUTOAT
237;12560;9999;C;COM;TRANSF CP PARA CC PJ ;1191101;;;#BCO;;;TRANSF CP PARA CC PJ 
237;1214;9999;C;COM;TRANSF CP PARA CC PJ NOBELPACK EMBALAGENS E LOGISTICA;#BCO;;;1191301;;;TRANSF CP PARA CC PJ NOBELPACK EMBALAGENS E LOGISTICA
237;12682;9999;C;COM;TRANSF CP PARA CC PJ TRANSFERENCIA;#BCO;;;1191301;;;TRANSF CP PARA CC PJ TRANSFERENCIA
237;132;9999;C;COM;TRANSF ENTRE AG CHQ/DINH;#BCO;;;1191101;;;TRANSF ENTRE AG CHQ/DINH
237;26;9999;C;COM;TRANSF ENTRE AGENC DINH;#BCO;;;1191101;;;TRANSF ENTRE AGENC DINH
237;2050;9999;D;COM;TRANSF FDOS DOC-E H BANK;1191201;;;#BCO;;;TRANSF FDOS DOC-E H BANK
237;47;9999;D;COM;TRANSF FDOS DOC-E H BANK DEST.;1191201;;;#BCO;;;TRANSF FDOS DOC-E H BANK DEST.
237;1131;9999;D;COM;TRANSF FDOS DOC-E H BANK DEST.SCREENS DO BRASIL FILTRAGEM;1191301;;;#BCO;;;TRANSF FDOS DOC-E H BANK DEST.SCREENS DO BRASIL FILTRAGEM
237;2832;9999;D;COM;TRANSF FONE FACIL PERS Ana Lucia da Silva Guerra;1191201;;;#BCO;;;TRANSF FONE FACIL PERS Ana Lucia da Silva Guerra
237;2189;9999;C;COM;TRANSF FONE FACIL PERS Ana Maria Esteves;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Ana Maria Esteves
237;2338;9999;C;COM;TRANSF FONE FACIL PERS Angela Alves Moreira;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Angela Alves Moreira
237;1571;9999;C;COM;TRANSF FONE FACIL PERS Ariana Cristina dos Anjos M da S;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Ariana Cristina dos Anjos M da S
237;1734;9999;C;COM;TRANSF FONE FACIL PERS Arlene Valeria do Nascimento;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Arlene Valeria do Nascimento
237;1600;9999;C;COM;TRANSF FONE FACIL PERS Arlete de Almieda de Oliveira;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Arlete de Almieda de Oliveira
237;2843;9999;D;COM;TRANSF FONE FACIL PERS Claudia Franco Rodrigues;1191201;;;#BCO;;;TRANSF FONE FACIL PERS Claudia Franco Rodrigues
237;2835;9999;D;COM;TRANSF FONE FACIL PERS Claudia Zarro Pinheiro;1191201;;;#BCO;;;TRANSF FONE FACIL PERS Claudia Zarro Pinheiro
237;2098;9999;C;COM;TRANSF FONE FACIL PERS Cleyton Soares Cunha;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Cleyton Soares Cunha
237;2089;9999;C;COM;TRANSF FONE FACIL PERS Cristiano Silva Leite;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Cristiano Silva Leite
237;1599;9999;C;COM;TRANSF FONE FACIL PERS Daniel Augusto Machado Franca;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Daniel Augusto Machado Franca
237;3018;9999;C;COM;TRANSF FONE FACIL PERS Danilo de Souza Lima;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Danilo de Souza Lima
237;2336;9999;C;COM;TRANSF FONE FACIL PERS Denise Suhett Vilar;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Denise Suhett Vilar
237;2096;9999;;COM;TRANSF FONE FACIL PERS Dina Maria Gomes Goncalves;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Dina Maria Gomes Goncalves
237;1736;9999;C;COM;TRANSF FONE FACIL PERS Domingos Estevam Pereira Junior;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Domingos Estevam Pereira Junior
237;2166;9999;C;COM;TRANSF FONE FACIL PERS Etiene Aparecida de S Dantas;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Etiene Aparecida de S Dantas
237;2127;9999;C;COM;TRANSF FONE FACIL PERS Fabiane Cristina Brandao Souza;#BCO;;;1191301;;;TRANSF FONE FACIL PERS Fabiane Cristina Brandao Souza
237;2339;9999;C;COM;TRANSF FONE FACIL PERS Flavio Noronha de Souza;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Flavio Noronha de Souza
237;2337;9999;C;COM;TRANSF FONE FACIL PERS Heloisa Ferreira Natal;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Heloisa Ferreira Natal
237;2163;9999;C;COM;TRANSF FONE FACIL PERS Jose Arthur Bispo dos Reis;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Jose Arthur Bispo dos Reis
237;2126;9999;C;COM;TRANSF FONE FACIL PERS Leiliane Silva de Almeida;#BCO;;;1191301;;;TRANSF FONE FACIL PERS Leiliane Silva de Almeida
237;2334;9999;C;COM;TRANSF FONE FACIL PERS Leonardo Silva Cerqueira;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Leonardo Silva Cerqueira
237;2086;9999;C;COM;TRANSF FONE FACIL PERS Luciano Souza da Silva;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Luciano Souza da Silva
237;3033;9999;C;COM;TRANSF FONE FACIL PERS Luis Alberto da Costa Santos;#BCO;;;1191101;;;TRANSF FONE FACIL PERS Luis Alberto da Costa Santos
